ID,Year,QuestionNo,Category,IsCountQuestion,RandomizeChoices,Prompt,Choice1,Choice2,Choice3,Choice4,OriginalAnswer,Explanation,Source,PageImage,QuestionImage
R6-2024-006,2024,6,権利関係,TRUE,FALSE,Ａの所有する甲土地にＢを地上権者とする地上権（以下この問において「本件地 上権」という。）が設定され、その旨の登記がされた後に、甲土地にＣを抵当権者とする抵当 権が設定され、その旨の登記がされた場合における次の記述のうち、民法の規定によれば、正 しいものはいくつあるか。 ア ＢがＡとの売買契約に基づき、甲土地の所有権を取得したときは、本件地上権は消滅する。 イ Ａが死亡してＢがＡを単独相続し、甲土地の所有権を取得したときは、本件地上権は消滅 する。 ウ ＢがＡとの代物弁済契約に基づき、甲土地の所有権を取得したときは、本件地上権は消滅 する。 エ ＢがＡとの贈与契約に基づき、甲土地の所有権を取得したときは、本件地上権は消滅する。,一つ,二つ,三つ,なし 4,4,正解は 4 です。 相続では、相続人、相続分、遺産分割、代襲相続、相続放棄、遺言の効力などを整理します。相続開始前後で権利関係がどう変わるかがポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p05.jpg,q_2024_06.jpg
R6-2024-007,2024,7,権利関係,FALSE,FALSE,Ａを貸主、Ｂを借主として甲建物の賃貸借契約（以下この問において「本件契 約」という。）が締結され、Ｂが甲建物の引渡しを受けた場合における次の記述のうち、民法 の規定及び判例によれば、正しいものはどれか。,ＣがＢに対し甲建物をＡから買受けたとの虚偽の話をしたので、これを信じたＢが甲建物 の占有を任意にＣに移転した場合、ＡはＣに対して、占有回収の訴えにより甲建物の返還を 請求することはできない。,Ｂが、Ａの甲建物への立ち入りを建物入り口を閉ざして拒んだときは、Ａは甲建物の間接 占有が侵奪されたものとして、Ｂに対して、占有回収の訴えにより甲建物の返還を請求する ことができる。,Ｂが死亡して、ＤがＢを単独相続した場合、Ｄは相続開始を知るまでは、Ｂによる甲建物 の占有を承継しない。,ＡとＢのいずれもが死亡した場合、本件契約は当然に終了する。,1,正解は 1 です。 借地借家法では、普通借地・定期借地・普通建物賃貸借・定期建物賃貸借の違いが重要です。存続期間、更新、終了、書面要件を整理します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p06.jpg,q_2024_07.jpg
R6-2024-008,2024,8,権利関係,FALSE,FALSE,次の記述のうち、民法の条文として規定されていないものはどれか。,隔地者間の契約は、承諾の通知を発した時に成立する。,無効な行為に基づく債務の履行として給付を受けた者は、相手方を原状に復させる義務を 負う。,代理人が自己又は第三者の利益を図る目的で代理権の範囲内の行為をした場合において、 相手方がその目的を知り、又は知ることができたときは、その行為は、代理権を有しない者 がした行為とみなす。,未成年者が法律行為をするには、その法定代理人の同意を得なければならない。ただし、 単に権利を得、又は義務を免れる法律行為については、この限りでない。 5,1,正解は 1 です。 権利関係は、民法・借地借家法などを中心に、契約の成立、効力、解除、対抗関係を判断する分野です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p06.jpg,q_2024_08.jpg
R6-2024-009,2024,9,権利関係,FALSE,FALSE,承諾に関する次の記述のうち、民法の規定によれば、正しいものはどれか。,第三者が債務者との間で、債務者の債務につき免責的債務引受契約をする場合、債権者の 承諾は不要である。,第三者が債務者との間で、債務者の債務につき併存的債務引受契約をした場合、債権者が 第三者に承諾をした時点で、その効力が生ずる。,第三者が債権者との間で、債務者の債務につき併存的債務引受契約をした場合、債務者が 第三者に承諾をした時点で、その効力が生ずる。,賃借人が賃貸借契約の目的物を第三者に転貸する場合、賃貸人の承諾は不要である。,2,正解は 2 です。 権利関係は、民法・借地借家法などを中心に、契約の成立、効力、解除、対抗関係を判断する分野です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p07.jpg,q_2024_09.jpg
R6-2024-010,2024,10,権利関係,FALSE,FALSE,売買契約の目的物が品質に関して契約の内容に適合しない場合において、当該契 約不適合が売主及び買主のいずれの責めにも帰することができない事由によるものであるとき、 履行の追完請求権、代金の減額請求権、損害賠償請求権及び契約の解除権のうち、民法の規定 によれば、買主が行使することができない権利のみを掲げたものとして正しいものは次の記述 のうちどれか。なお、上記帰責性以外の点について、権利の行使を妨げる事情はないものとす る。,履行の追完請求権、損害賠償請求権、契約の解除権,代金の減額請求権、損害賠償請求権、契約の解除権,履行の追完請求権、代金の減額請求権,損害賠償請求権 6,4,正解は 4 です。 契約不適合責任では、目的物が契約内容に適合しない場合に、追完請求、代金減額請求、損害賠償請求、解除が問題になります。通知期間や売主が宅建業者の場合の特約制限にも注意します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p07.jpg,q_2024_10.jpg
R6-2024-011,2024,11,権利関係,FALSE,FALSE,建物の所有を目的とする土地の賃貸借契約（一時使用目的の借地契約を除く。） に関する次の記述のうち、借地借家法の規定によれば、正しいものはどれか。,専ら事業の用に供する建物（居住の用に供するものを除く。）の所有を目的とし、存続期 間を20 年として借地権を設定する場合、建物買取請求権の規定は適用されず、また、その 契約は、公正証書による等書面によってしなければならない。,居住の用に供する建物の所有を目的として借地権を設定する場合において、借地権を消滅 させる目的で、その設定後30 年を経過した日に借地権の目的である土地の上の建物を借地 権設定者に相当の対価で譲渡する旨の特約を定めても、この特約は無効である。,借地権を設定する場合において、存続期間を定めなかったときは、その期間は30 年とな る。,当事者が借地権の設定後に最初に借地契約を更新する場合において、存続期間を定めな かったときは、その期間は更新の日から10 年となる。,3,正解は 3 です。 借地借家法では、普通借地・定期借地・普通建物賃貸借・定期建物賃貸借の違いが重要です。存続期間、更新、終了、書面要件を整理します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p08.jpg,q_2024_11.jpg
R6-2024-012,2024,12,権利関係,FALSE,FALSE,賃貸人Ａと賃借人Ｂとが、居住目的で期間を3 年として、借地借家法第38 条の 定期建物賃貸借契約（以下この問において「契約①」という。）を締結した場合と、定期建物 賃貸借契約でも一時使用目的の賃貸借契約でもない普通建物賃貸借契約（以下この問において 「契約②」という。）を締結した場合とに関する次の記述のうち、借地借家法の規定によれば、 正しいものはどれか。,Ｂが建物の引渡しを受けた後にＡが建物をＣに売却して建物所有者がＣに変わった場合、 Ｂは、契約①の場合ではＣに対して賃借人であることを主張できるが、契約②の場合ではＣ に対して賃借人であることを主張できない。,契約期間中は賃料の改定を行わない旨の特約を契約において定めていても、契約期間中に 賃料が不相当になったと考えるに至ったＢは、契約①の場合も契約②の場合も、借地借家法 第32 条に基づく賃料減額請求をすることができる。,Ｂが契約期間中に相続人なしで死亡した場合において、婚姻はしていないが事実上夫婦と 同様の関係にあった同居者Ｄがあるときは、契約①の場合も契約②の場合も、Ａに反対の意 思表示をしないＤは、建物の賃貸借契約に関し、Ｂの権利義務を承継する。,契約①の場合、公正証書によって契約をするときに限り契約の更新がないことを有効に定 めることができ、契約②の場合、書面で契約し、かつ、Ａに正当な理由がない限り、Ａは契 約の更新を拒絶することができなくなる。 7,3,正解は 3 です。 借地借家法では、普通借地・定期借地・普通建物賃貸借・定期建物賃貸借の違いが重要です。存続期間、更新、終了、書面要件を整理します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p08.jpg,q_2024_12.jpg
R6-2024-013,2024,13,権利関係,FALSE,FALSE,建物の区分所有等に関する法律に関する次の記述のうち、誤っているものはどれ か。,各共有者の共用部分の持分は、規約に別段の定めがない限り、共有者数で等分することと されている。,規約及び集会の決議は、区分所有者の特定承継人に対しても、その効力を生ずる。,管理者は、集会において、毎年1 回一定の時期に、その事務に関する報告をしなければな らない。,集会の招集の通知は、区分所有者が管理者に対して通知を受けるべき場所を通知しなかっ たときは区分所有者の所有する専有部分が所在する場所にあててすれば足りる。この場合に は、集会の招集の通知は、通常それが到達すべき時に到達したものとみなされる。,1,正解は 1 です。 建物では、構造、耐震性、劣化、維持管理、設備状況などが重要です。中古住宅では契約不適合やインスペクションにもつながります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p09.jpg,q_2024_13.jpg
R6-2024-014,2024,14,権利関係,FALSE,FALSE,不動産の登記に関する次の記述のうち、不動産登記法の規定によれば、誤ってい るものはどれか。,買戻しの特約に関する登記がされている場合において、契約の日から10 年を経過したと きは、登記権利者は、単独で当該登記の抹消を申請することができる。,不動産の収用による所有権の移転の登記は、起業者が単独で申請することができる。,相続人ではない者に対する遺贈による所有権の移転の登記は、登記権利者が単独で申請す ることができる。,登記名義人の住所についての変更の登記は、登記名義人が単独で申請することができる。,3,正解は 3 です。 権利関係は、民法・借地借家法などを中心に、契約の成立、効力、解除、対抗関係を判断する分野です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p09.jpg,q_2024_14.jpg
R6-2024-015,2024,15,法令上の制限,FALSE,FALSE,都市計画法に関する次の記述のうち、誤っているものはどれか。,都市計画区域外においても、特に必要があるときは、都市施設に関する都市計画を定める ことができる。,準都市計画区域については、用途地域が定められている土地の区域であっても、市街地開 発事業に関する都市計画を定めることができない。,用途地域の一つである準住居地域は、道路の沿道としての地域の特性にふさわしい業務の 利便の増進を図りつつ、これと調和した住居の環境を保護するために定める地域である。,地区計画は、用途地域が定められている土地の区域についてのみ都市計画に定められるも のであり、また、地区計画に関する都市計画を定めるに当たっては、地区整備計画を都市計 画に定めなければならない。 8,4,正解は 4 です。 都市計画法では、市街化区域・市街化調整区域、用途地域、開発許可の要否が重要です。区域区分と開発行為の制限をセットで確認します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p09.jpg,q_2024_15.jpg
R6-2024-016,2024,16,法令上の制限,FALSE,FALSE,都市計画法（以下この問において「法」という。）に関する次の記述のうち、正 しいものはどれか。ただし、この問において条例による特別の定めはないものとし、「都道府 県知事」とは、地方自治法に基づく指定都市、中核市及び施行時特例市にあってはその長をい うものとする。,"市街化区域内において行う、医療法に規定する病院を建築するための1,000 m2 の開発行 為については、法第29 条に基づく都道府県知事の許可を得る必要がある。","市街化区域内において行う、開発行為を伴わない建築物の建築で、当該建築物の床面積が 1,000 m2 以上のものについては、法第29 条に基づく都道府県知事の許可を得る必要がある。",市街化調整区域内において行う、都市計画事業の施行のための開発行為については、法第 29 条に基づく都道府県知事の許可を得る必要がある。,法第29 条に基づく許可を受けた者は、当該許可に係る土地についての一定の事項を開発 登録簿に登録しなければならない。,1,正解は 1 です。 都市計画法では、市街化区域・市街化調整区域、用途地域、開発許可の要否が重要です。区域区分と開発行為の制限をセットで確認します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p10.jpg,q_2024_16.jpg
R6-2024-017,2024,17,法令上の制限,FALSE,FALSE,建築基準法に関する次の記述のうち、誤っているものはどれか。なお、建築副主 事の確認にあっては、建築基準法に定める大規模建築物以外の建築物に限るものとする。,高さ25 m の建築物には、周囲の状況によって安全上支障がない場合を除き、有効に避雷 設備を設けなければならない。,特定行政庁は、建築基準法の規定に違反した建築物（国、都道府県又は建築主事を置く市 町村の建築物を除く。）の所有者に対して、緊急の必要があり、仮に当該建築物の使用禁止 又は使用制限の命令をする場合であっても、意見書の提出先等を記載した通知書の交付等の 手続をとらなければならない。,防火地域内に存在する共同住宅（その用途に供する部分の床面積の合計が300 m2）を増 築する場合、その増築に係る部分の床面積の合計が10 m2 以内であっても、建築主事、建築 副主事又は指定確認検査機関の確認を受ける必要がある。,劇場の用途に供する建築物を映画館（その用途に供する部分の床面積の合計が500 m2） に用途変更する場合、建築主事、建築副主事又は指定確認検査機関の確認を受ける必要はな い。 9,2,正解は 2 です。 建築基準法では、接道義務、建ぺい率、容積率、用途制限、防火・準防火地域などが頻出です。特に道路幅員による容積率制限に注意します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p10.jpg,q_2024_17.jpg
R6-2024-018,2024,18,法令上の制限,FALSE,FALSE,次の記述のうち、建築基準法の規定によれば、正しいものはどれか。,客席部分の床面積の合計が300 m2 の映画館については、第二種住居地域内において建築 することはできないが、準住居地域内においては建築することができる。,特定用途誘導地区内において、都市計画で建築物の高さの最高限度が定められていたとし ても、特定行政庁が用途上又は構造上やむを得ないと認めて許可したものについては、当該 最高限度を超えてよい。,計画しようとする建築物の天空率が、道路斜線制限、隣地斜線制限又は北側斜線制限に適 合する建築物の天空率未満であれば、これらの制限は適用されない。,都市計画で建蔽率の限度が80 ％に指定されている区域かつ防火地域内にある耐火建築物 について、建蔽率の限度を超えるためには、特定行政庁による許可を得る必要がある。,2,正解は 2 です。 建築基準法では、接道義務、建ぺい率、容積率、用途制限、防火・準防火地域などが頻出です。特に道路幅員による容積率制限に注意します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p11.jpg,q_2024_18.jpg
R6-2024-019,2024,19,法令上の制限,FALSE,FALSE,宅地造成及び特定盛土等規制法に関する次の記述のうち、誤っているものはどれ か。なお、この問において「都道府県知事」とは、地方自治法に基づく指定都市及び中核市に あってはその長をいうものとし、地方自治法に基づく施行時特例市に係る経過措置については 考慮しないものとする。,都道府県知事は、基礎調査のために他人の占有する土地に立ち入って測量又は調査を行う 必要があるときは、その必要の限度において、当該土地に、自ら立ち入り、又はその命じた 者若しくは委任した者に立ち入らせることができ、当該土地の占有者は、正当な理由がない 限り、その立入りを拒み、又は妨げてはならない。,都道府県知事は、宅地造成等工事規制区域内の土地について、宅地造成等に伴う災害を防 止するために必要があると認める場合には、その土地の所有者に対して、擁壁等の設置等の 措置をとることを勧告することができる。,工事主は、宅地造成等工事規制区域において行われる宅地造成等に関する工事について、 工事着手後2 週間以内に、宅地造成等に関する工事の施行に係る土地の周辺地域の住民に対 し、説明会の開催その他の当該宅地造成等に関する工事の内容を周知させるため必要な措置 を講じなければならない。,特定盛土等規制区域内において行われる特定盛土等又は土石の堆積に関する工事について は、工事主は、当該工事に着手する日の30 日前までに、主務省令で定めるところにより、 当該工事の計画を都道府県知事に届け出なければならない。ただし、特定盛土等又は土石の 堆積に伴う災害の発生のおそれがないと認められるものとして政令で定める工事については、 この限りでない。 10,3,正解は 3 です。 宅地造成・盛土規制では、災害防止の観点から、一定の工事に許可や届出が必要となる場合があります。区域指定と工事内容を確認します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p11.jpg,q_2024_19.jpg
R6-2024-020,2024,20,法令上の制限,FALSE,FALSE,土地区画整理法に関する次の記述のうち、誤っているものはどれか。なお、この 問において、同法第136 条の3 による大都市等の特例及び条例で定める事務処理の特例は考慮 しないものとする。,仮換地が指定された場合においては、従前の宅地について権原に基づき使用し、又は収益 することができる者は、仮換地の指定の効力発生の日から換地処分の公告がある日まで、仮 換地又は仮換地について仮に使用し、若しくは収益することができる権利の目的となるべき 宅地若しくはその部分について、従前の宅地について有する権利の内容である使用又は収益 と同じ使用又は収益をすることができる。,市町村施行の土地区画整理事業において、市町村は、換地処分をした場合においては、そ の旨を公告しなければならない。,換地計画において定められた保留地は、換地処分の公告があった日の翌日において、施行 者が取得する。,施行者は、仮換地を指定した場合において、特別の事情があるときは、その仮換地につい て使用又は収益を開始することができる日を仮換地の指定の効力発生の日と別に定めること ができる。,2,正解は 2 です。 土地区画整理法では、仮換地、換地処分、清算金、保留地などの用語と効果を整理します。仮換地指定後の使用収益関係がポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p12.jpg,q_2024_20.jpg
R6-2024-021,2024,21,法令上の制限,FALSE,FALSE,農地に関する次の記述のうち、農地法（以下この問において「法」という。）の 規定によれば、誤っているものはどれか。,法第3 条第1 項の許可があったときは所有権が移転する旨の停止条件付売買契約を原因と する所有権移転の仮登記の申請を行う場合にも、農業委員会の許可が必要である。,法第5 条第1 項の許可申請書の提出において、法ではその申請に係る権利の設定又は移転 に関し民事調停法により調停が成立した場合など一定の場合を除き、当事者は連署した申請 書を提出しなければならないとされている。,法では、農地の賃貸借で期間の定めがあるものについては、一定の場合を除き、期間満了 の1 年前から6 か月前までの間に更新拒絶の通知をしないと従前の賃貸借と同一の条件で更 に賃貸借したものとみなされる。,法では、農地の賃貸借の当事者は、当該賃貸借の合意による解約が民事調停法による農事 調停によって行われる場合など一定の場合を除き、知事の許可を受けなければ、当該賃貸借 について、解除、解約の申入れ、合意解約、更新拒絶の通知をしてはならないとされている。 11,1,正解は 1 です。 農地法では、農地の権利移動、転用、転用目的の権利移動について、3条・4条・5条の違いを押さえます。市街化区域内の届出との違いも重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p12.jpg,q_2024_21.jpg
R6-2024-022,2024,22,法令上の制限,FALSE,FALSE,国土利用計画法（以下この問において「法」という。）第23 条の届出（以下この 問において「事後届出」という。）及び法第27 条の7 の監視区域内の届出（以下この問におい て「事前届出」という。）に関する次の記述のうち、正しいものはどれか。なお、この問にお いて「都道府県知事」とは、地方自治法に基づく指定都市にあってはその長をいうものとする。,"Ａが所有する市街化区域以外の都市計画区域内の4,000 m2 の土地について、宅地建物取 引業者Ｂが地上権の設定を受ける契約を締結した場合、Ｂは事後届出を行わなければならな い。","宅地建物取引業者Ｃが所有する市街化区域内の3,000 m2 の土地と宅地建物取引業者Ｄが 所有する都市計画区域外に所在する12,000 m2 の土地を金銭の授受を伴わずに交換する契約 を締結した場合、Ｃ及びＤはともに事後届出を行う必要はない。",事前届出又は事後届出が必要な土地について、売買契約を締結したにもかかわらず所定の 期間内に当該届出をしなかった者は都道府県知事からの勧告を受けることがあるが、罰則の 適用を受けることはない。,"監視区域に指定された市街化区域内に所在する土地2,500 m2 について売買契約を締結し ようとする当事者は、契約締結の少なくとも6 週間前までに事前届出を行わなければならな い。",4,正解は 4 です。 国土利用計画法では、一定面積以上の土地取引について事後届出が必要となる場合があります。届出義務者、届出期限、対象面積を確認します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p13.jpg,q_2024_22.jpg
R6-2024-023,2024,23,税・その他,FALSE,FALSE,住宅借入金等を有する場合の所得税額の特別控除（以下この問において「住宅 ローン控除」という。）に関する次の記述のうち、正しいものはどれか。なお、以下の居住用 家屋は、令和5 年に建築基準法第6 条第1 項の確認（建築確認）を受けたものとする。,令和6 年中に居住用家屋を居住の用に供した場合において、その前年において居住用財産 を譲渡した場合の軽減税率の特例の適用を受けているときであっても、令和6 年分以後の所 得税について住宅ローン控除の適用を受けることができる。,令和6 年中に居住用家屋を居住の用に供した場合において、その前年において居住用財産 の買換え等の場合の譲渡損失の損益通算の適用を受けているときであっても、令和6 年分以 後の所得税について住宅ローン控除の適用を受けることができる。,令和5 年中に居住用家屋の敷地の用に供するための土地を取得した場合において、令和6 年中に居住用家屋を新築して居住の用に供したときは、令和5 年分の所得税について住宅 ローン控除の適用を受けることができる。,令和6 年中に居住用家屋を居住の用に供した場合において、その居住用家屋の取得に係る 住宅借入金等の償還期間等が契約において3 年とされているときは、令和6 年以後3 年間の 所得税について住宅ローン控除の適用を受けることができる。 12,2,正解は 2 です。 建築基準法では、接道義務、建ぺい率、容積率、用途制限、防火・準防火地域などが頻出です。特に道路幅員による容積率制限に注意します。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p13.jpg,q_2024_23.jpg
R6-2024-024,2024,24,税・その他,FALSE,FALSE,不動産取得税に関する次の記述のうち、正しいものはどれか。,不動産取得税の課税標準は、不動産を取得した時における当該不動産の売買価格であるか ら、固定資産税の課税標準である固定資産の評価額とは異なるものである。,不動産取得税の課税標準となるべき額が、土地の取得にあっては10 万円、家屋の取得の うち建築に係るものにあっては1 戸につき23 万円、その他のものにあっては1 戸につき12 万円に満たない場合においては、不動産取得税が課されない。,不動産取得税は、不動産の取得に対して課される税であるので、法人の合併により不動産 を取得した場合においても、不動産取得税が課される。,令和6 年4 月に個人が取得した住宅及び住宅用地に係る不動産取得税の税率は3 ％であ るが、住宅以外の家屋及び土地に係る不動産取得税の税率は4 ％である。,2,正解は 2 です。 不動産取得税は、不動産を取得した人に課される地方税です。取得原因、課税標準、住宅用特例などが出題されます。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p14.jpg,q_2024_24.jpg
R6-2024-025,2024,25,税・その他,FALSE,FALSE,不動産の鑑定評価に関する次の記述のうち、不動産鑑定評価基準によれば、誤っ ているものはどれか。,同一需給圏とは、一般に対象不動産と代替関係が成立して、その価格の形成について相互 に影響を及ぼすような関係にある他の不動産の存する圏域をいう。,対象不動産について、依頼目的に応じ対象不動産に係る価格形成要因のうち地域要因又は 個別的要因について想定上の条件を設定する場合がある。,不動産の価格は、その不動産の効用が最高度に発揮される可能性に最も富む使用を前提と して把握される価格を標準として形成されるが、これを適合の原則という。,収益還元法は、対象不動産が将来生み出すであろうと期待される純収益の現在価値の総和 を求めることにより対象不動産の試算価格を求める手法であり、賃貸用不動産又は賃貸以外 の事業の用に供する不動産の価格を求める場合に特に有効である。 13,3,正解は 3 です。 不動産鑑定評価や地価公示では、価格形成要因、鑑定評価手法、公示価格の位置づけが問われます。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p14.jpg,q_2024_25.jpg
R6-2024-026,2024,26,宅建業法,TRUE,FALSE,宅地建物取引業法第35 条に規定する重要事項の説明に関する次の記述のうち、 正しいものはいくつあるか。なお、説明の相手方は宅地建物取引業者ではないものとする。 ア ガス配管設備等に関して、住宅の売買後においても宅地内のガスの配管設備等の所有権が 家庭用プロパンガス販売会社にあるものとする場合には、その旨を説明しなければならない。 イ 重要事項の説明を行う宅地建物取引士は専任の宅地建物取引士でなくてもよいが、書面に 記名する宅地建物取引士は専任の宅地建物取引士でなければならない。 ウ 区分所有建物である事務所ビルの一室の売買の媒介を行う場合、当該1 棟の建物及びその 敷地の管理が委託されているときは、その委託を受けている者の氏名（法人にあっては、そ の商号又は名称）及び住所（法人にあっては、その主たる事務所の所在地）を説明しなけれ ばならない。 エ 区分所有建物である中古マンションの一室の売買の媒介を行う場合、当該1 棟の建物の計 画的な維持修繕のための費用の積立てを行う旨の規約の定めがあるときは、その内容及び既 に積み立てられている額について説明しなければならない。,一つ,二つ,三つ,四つ,3,正解は 3 です。 宅建業法35条の重要事項説明では、契約前に買主・借主が判断するために重要な事項を説明します。説明できるのは宅地建物取引士で、取引士証の提示や重要事項説明書への記名などがポイントです。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p15.jpg,q_2024_26.jpg
R6-2024-027,2024,27,宅建業法,FALSE,FALSE,宅地建物取引業者Ａに関する次の記述のうち、正しいものはどれか。なお、Ａは 宅地建物取引業保証協会の社員ではないものとする。,Ａが主たる事務所を移転したことにより、その最寄りの供託所が変更した場合において、 金銭のみをもって営業保証金を供託しているときは、遅滞なく営業保証金を移転後の主たる 事務所の最寄りの供託所に新たに供託しなければならない。,Ａの従業員が運転する車両で現地案内を受けた者が、Ａの従業員の過失による交通事故で ケガをした場合に取得する損害賠償請求権は、Ａが供託した営業保証金の還付の対象債権と なる。,Ａは、金銭と有価証券を併用して供託することができ、有価証券のみで供託する場合の当 該有価証券の価額は、国債証券の場合はその額面金額の100 分の90、地方債証券の場合は その額面金額の100 分の80 である。,Ａは甲県内にある主たる事務所とは別に、乙県内に新たに従たる事務所を設置したときは、 営業保証金を主たる事務所の最寄りの供託所に供託しなければならない。 14,4,正解は 4 です。 建物では、構造、耐震性、劣化、維持管理、設備状況などが重要です。中古住宅では契約不適合やインスペクションにもつながります。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p15.jpg,q_2024_27.jpg
R6-2024-028,2024,28,宅建業法,FALSE,FALSE,"宅地建物取引業者Ａ（消費税課税事業者）及び宅地建物取引業者Ｂ（消費税免税 事業者）が受領した報酬に関するアからウの記述のうち、宅地建物取引業法の規定に違反しな いものの組合せは1 から4 のうちどれか。なお、代理、媒介に当たり、広告の依頼は行われて いないものとする。 ア 居住用建物（1 か月の借賃12 万円。消費税等相当額を含まない。）について、Ａは貸主か ら代理を依頼され、Ｂは借主から媒介を依頼され、Ａは貸主から6.7 万円、Ｂは借主から 6.5 万円を報酬として受領した。なお、Ｂは、媒介の依頼を受けるに当たって、報酬につい て借主から特段の承諾を得ていない。 イ Ｂは、事業用建物について、貸主と借主双方から媒介を依頼され、借賃1 か月分10 万円 （消費税等相当額を含まない。）、権利金90 万円（権利設定の対価として支払われる金銭で あって返還されないもので、消費税等相当額を含まない。）の賃貸借契約を成立させ、貸主 と借主からそれぞれ5 万円を報酬として受領した。 ウ Ａは、土地付建物について、売主と買主双方から媒介を依頼され、代金3,500 万円（消費 税等相当額を含み、土地代金は2,400 万円である。）の売買契約を成立させ、売主と買主か らそれぞれ110 万円を報酬として受領したほか、売主の特別の依頼に基づき行った遠隔地へ の現地調査に要した実費の費用について、売主が事前に負担を承諾していたので、売主から 9 万円を受領した。",ア、イ,イ、ウ,ア、ウ,ア、イ、ウ 15,2,正解は 2 です。 媒介契約では、契約類型ごとの書面交付、指定流通機構への登録、業務処理状況の報告義務などが問われます。専任・専属専任・一般媒介の違いを整理することが重要です。 この解説は学習用の要約です。法改正や判例変更があるため、実務では最新条文・判例も確認してください。,令和6年度宅地建物取引士資格試験 公式PDF,2024_p16.jpg,q_2024_28.jpg
